name,affiliations,last_5_year_total,first_author_total,corresponding_author_total,top_total,a_plus_total,a_total,a1_total,a2_total,level_counts_json,paper_links,paper_titles,journals,years,author_roles,is_likely_chinese_name,chinese_name_score,name_filter_reason,review_status
Jingyuan Li,"Department of Operations and Risk Management, Lingnan University, Hong Kong, China",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/mnsc.2023.04202,Classical Lottery in Action: Quantifying Risk and Evaluating Uncertainty,MANAGEMENT SCIENCE,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Jingyuan Yang,"Booth School of Business, University of Chicago, Chicago, Illinois 60637",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/opre.2024.1221,Technical Note—Error Noted in “Robust Contract Designs: Linear Contracts and Moral Hazard” by Yu and Kong (2020),OPERATIONS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
John Jiang,Michigan State University,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/mnsc.2021.00430,Labor Market Outcomes of Restatements for Corporate Accountants,MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Joo Hun Han,Korea Advanced Institute of Science and Technology; Florida State University; Florida A&M University - Florida State University College of Engineering; Texas Christian University; University of Hong Kong,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1057/s41267-026-00839-w,High-investment human resource practices and firm performance in the context of national education systems and labor markets: A cross-national meta-analysis,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Junsheng Zhang,East China Normal University; Simon Fraser University; University of Manchester; Sun Yat-sen University,1,0,1,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1057/s41267-026-00845-y,Cross-border effects of US FCPA enforcement: information and institutional spillovers in China through industry peers,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Kaifeng Jiang,Peking University; Shanghai University; Arizona State University; University of Nebraska–Lincoln,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1057/s41267-026-00841-2,"CEO-to-employee pay ratios, societal-level income inequality, and citizens’ subjective well-being",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Li Lu,University of Delaware,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.5465/amr.2024.0546,Syncing Minds and Machines: Hybrid Cognitive Alignment as an Emergent Coordination Mechanism in Human–AI Collaboration,ACADEMY OF MANAGEMENT REVIEW,2026,first_author,0,0.5,"chinese_surname,person_name_length",needs_review
Li Pan,Atlanta Technical College,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.25300/misq/2025/19488,Deep Pareto Reinforcement Learning for Multi-Objective Recommender Systems,MIS QUARTERLY,2025,first_author,0,0.5,"chinese_surname,person_name_length",needs_review
Lili Zheng,"Department of Statistics, University of Illinois Urbana-Champaign",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1080/01621459.2026.2648876,Cluster Quilting: Spectral Clustering for Patchwork Learning,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Ling Chen,Columbia University,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1080/01621459.2026.2670011,Generalized Grade-of-Membership Estimation for High-dimensional Locally Dependent Data,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Lixin Huang,"Finance Department, J. Mack Robinson College of Business, Georgia State University, Atlanta, Georgia 30303",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/mnsc.2023.01327,"Soft Collateral, Bank Lending, and the Optimal Credit Registry",MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Li‐Hsiang Lin,Georgia State University,1,0,1,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1080/01621459.2026.2671447,"Deep P-Spline: Theory, Fast Tuning, and Application",JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Long He,"School of Business, The George Washington University, Washington, District of Columbia 20052",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/opre.2023.0415,Proactive Policing: Resource Allocation for Crime Prevention with Deterrence Effect,OPERATIONS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Ming Hu,University of Toronto,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/mnsc.2024.04324,Shared or Solo? Platform Pricing and Rider Choices in Ride-Hailing,MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Mingcherng Deng,"Stan Ross Department of Accountancy, Zicklin School of Business, City University of New York (CUNY) – Baruch College, New York, New York 10010",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/mnsc.2024.05977,An Information-Based Theory of Auditor Switching,MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Minghong Yuan,"University of Texas at Austin, Austin, Texas 78712",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/mnsc.2024.05617,Can Information Sharing Reduce Diagnostic Disparate Impact? Evidence from a Health Information Exchange,MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Minmin Zhang,"Harvard Kennedy School, Harvard University, Cambridge, Massachusetts 02138; and College of Business Administration, Kansas State University, Manhattan, Kansas 66506",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/mnsc.2023.03624,The Spillover Effect of Suspending Nonessential Surgery: Evidence from Kidney Transplantation,MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Morgan X. Yang,The Hang Seng University of Hong Kong,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.5465/amr.2025.1031,Acting to Know: Extending Vorholzer and Brattström’s Theory of Moral Ambiguity in Entrepreneurial Action through Externalized Moral Resolution,ACADEMY OF MANAGEMENT REVIEW,2026,first_author,1,0.8,"chinese_surname,pinyin_given_name_shape,initial_plus_pinyin,person_name_length",strong_candidate
Morgan Yang,The Hang Seng University of Hong Kong,1,0,1,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.5465/amr.2025.1031,Acting to Know: Extending Vorholzer and Brattström’s Theory of Moral Ambiguity in Entrepreneurial Action through Externalized Moral Resolution,ACADEMY OF MANAGEMENT REVIEW,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Muhan Zhang,The Chinese University of Hong Kong,1,0,1,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1177/00018392261419416,Interpreting Violence: How Community Context Shapes Corporate Responses to Street Protests,ADMINISTRATIVE SCIENCE QUARTERLY,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Nachuan Xiao,"Chinese University of Hong Kong, Shenzhen",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/moor.2024.0479,Developing Lagrangian-Based Methods for Nonsmooth Nonconvex Optimization,MATHEMATICS OF OPERATIONS RESEARCH,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Ningyuan Chen,University of Toronto,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/opre.2020.0781,Revenue Maximization and Learning in Product Ranking,OPERATIONS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Peichun Wang,,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1177/00222429261455299,EXPRESS: Product Portfolio Choices with Product Life Cycles,JOURNAL OF MARKETING,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Pengcheng Ma,Renmin University of China; Australian National University; Jinan University; Baylor University,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1057/s41267-026-00847-w,Foreignness-based social comparison and strategic change: which peer groups matter and when?,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Pengfei Han,"Guanghua School of Management, Peking University, Beijing 100871, China",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/mnsc.2025.00781,Technology Adoption and Leapfrogging: Racing for Mobile Payments,MANAGEMENT SCIENCE,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Qi Chen,"Duke University, Durham, North Carolina 27708",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/mnsc.2023.03748,The Usefulness and Limited Supply of Disclosure Accessibility,MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Qi Feng,"Mitch Daniels School of Business, Purdue University, West Lafayette, Indiana 47907",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/mnsc.2023.03688,"Transfer Learning, Cross Learning and Co-Learning with Operational Data Analytics (ODA)",MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Qian Chen,"Image Processing Center, School of Astronautics, Beihang University, Beijing, China",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1109/tpami.2026.3663966,Thermal3D-GS: Physics-Induced 3D Gaussians for Thermal Infrared Novel-View Synthesis With a Large-Scale Dataset,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,2026,first_author,0,0.65,"chinese_surname,chinese_context,person_name_length",needs_review
Qianzhou Du,"Faculty of Business for Science and Technology, School of Management University of Science and Technology of China, Hefei, China",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.25300/misq/2025/17948,Performance of Algorithmic Models and Sensitivity to Crowd Characteristics: Evidence from Cross-Platform Posting,MIS QUARTERLY,2025,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Quan Yuan,"School of Management, Zhejiang University, Hangzhou, Zhejiang 310027, China",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/opre.2024.1172,Dynamic Pricing Under Self-Exciting Arrival Processes,OPERATIONS RESEARCH,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Quanmeng Wang,"Advanced Institute of Business, Tongji University, Shanghai 200092, China",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/mnsc.2024.04567,Does the Locker Alliance Network Improve Last Mile Delivery Efficiency?,MANAGEMENT SCIENCE,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Ray Fang,University of Washington at Tacoma; Boise State University; Oklahoma State University; University of Texas at San Antonio,1,0,1,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.5465/amj.2023.0371,Political Segregation in the Labor Market and the Persistence of Pay Gaps,ACADEMY OF MANAGEMENT JOURNAL,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Ray Tsai Fang,University of Washington at Tacoma,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.5465/amj.2023.0371,Political Segregation in the Labor Market and the Persistence of Pay Gaps,ACADEMY OF MANAGEMENT JOURNAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
René van den Brink,Tinbergen Institute,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/mnsc.2025.03401,Comment to the Editor: On Continuity of Fixed-Fraction Rules for Sharing Sequentially Triggered Losses,MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Ruixiang Song,University of Tennessee,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.5465/amj.2023.0914,Anticipatory Impression Management for Potential Adverse Events: Positive Framing in the Wake of Short Seller Attacks on a Competitor,ACADEMY OF MANAGEMENT JOURNAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Ruolian Fang,University of Western Australia,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.5465/amj.2022.1306,Understanding Why and When Coworkers Undermine Employees Who Have Friends in High Places,ACADEMY OF MANAGEMENT JOURNAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Sang Won Han,Department of Sociology Sungkyunkwan University Seoul South Korea,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1002/smj.70076,Hiring at the tip of the funnel: Externalizing the work of integrating and coordinating diverse human capital,STRATEGIC MANAGEMENT JOURNAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Shangrong Jiang,"State Key Laboratory of Mathematical Sciences, Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing 100190, China; and HKU Business School, The University of Hong Kong, Hong Kong, China",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/mnsc.2023.02303,Financial Inclusion via Blockchain: Evidence from a Natural Experiment,MANAGEMENT SCIENCE,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Shaobo (Kevin) Li,"Division of Information Systems & Management Engineering, College of Business, Southern University of Science and Technology, Shenzhen, China",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.25300/misq/2025/19133,Exploring Online Help-Seeking Tendencies: The Influence of Experience Type and Help Provider Type,MIS QUARTERLY,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",strong_candidate
Shaobo Li,Southern University of Science and Technology,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.25300/misq/2025/19133,Exploring Online Help-Seeking Tendencies: The Influence of Experience Type and Help Provider Type,MIS QUARTERLY,2025,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Shengyi He,"Department of Industrial Engineering & Operations Research, Columbia University, New York, New York 10027",1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.1287/moor.2023.0191,Higher-Order Expansion and Bartlett Correctability of Distributionally Robust Optimization,MATHEMATICS OF OPERATIONS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
Shuang Liu,Georgia State University,1,1,0,0,1,0,0,0,"{""A+"": 1}",https://doi.org/10.5465/amr.2026.0095,How AI Reshapes Multimodal Theorization: An Extension of Kuric and Höllerer’s “Theorization as a Prerequisite for Diffusion”,ACADEMY OF MANAGEMENT REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",strong_candidate
